student_id,attendance,cgpa,aptitude_score,coding_score,communication_score,mock_exam_score,backlogs,career_interest,placement_status,exam_selected
S04160,61,9.74,66,2,54,71,0,Business Analyst,Not Placed,GATE
S04161,93,6.3,73,17,58,5,1,Software Engineer,Not Placed,SkillsCert
S04162,76,9.91,70,75,75,88,1,Business Analyst,Placed,GRE
S04163,99,5.31,15,86,89,19,0,Cybersecurity,Placed,No exam
S04164,85,9.35,23,80,72,61,0,Business Analyst,Placed,RRB-NTPC
S04165,69,8.28,74,83,50,42,1,Cloud Engineer,In Progress,RRB-NTPC
S04166,68,9.6,36,32,33,4,1,Cloud Engineer,Not Placed,GATE
S04167,71,7.52,91,52,94,56,1,Cloud Engineer,In Progress,SkillsCert
S04168,80,8.54,37,11,49,91,1,AI Researcher,Not Placed,SkillsCert
S04169,85,9.35,41,22,41,46,1,Data Scientist,Not Placed,GRE
S04170,73,8.66,52,35,16,29,1,Business Analyst,Not Placed,RRB-NTPC
S04171,91,8.7,74,66,38,26,1,Software Engineer,In Progress,No exam
S04172,90,7.42,21,38,40,72,0,Cloud Engineer,Not Placed,GRE
S04173,86,8.29,2,17,66,3,1,Cybersecurity,In Progress,GRE
S04174,80,6.41,64,96,19,49,1,Cloud Engineer,In Progress,SkillsCert
S04175,93,5.4,67,36,73,13,1,Cybersecurity,Not Placed,No exam
S04176,76,8.53,18,11,52,34,1,Cloud Engineer,Not Placed,No exam
S04177,76,8.96,90,57,90,95,1,Software Engineer,Placed,GRE
S04178,92,5.92,33,67,25,65,0,Cloud Engineer,Not Placed,CAT
S04179,80,6.97,84,76,98,47,0,Business Analyst,Placed,SkillsCert
S04180,100,8.18,90,87,12,37,1,Data Scientist,In Progress,SkillsCert
S04181,90,7.35,100,83,16,87,0,Cloud Engineer,In Progress,GATE
S04182,61,8.22,61,49,1,76,1,Software Engineer,Not Placed,CAT
S04183,85,9.43,49,98,70,29,1,AI Researcher,Placed,No exam
S04184,100,7.64,59,62,86,22,1,Business Analyst,In Progress,No exam
S04185,99,7.55,48,42,2,33,1,Business Analyst,Not Placed,SkillsCert
S04186,93,5.93,33,79,95,13,1,Cybersecurity,Placed,GRE
S04187,100,9.51,90,38,82,52,0,Business Analyst,In Progress,GATE
S04188,61,9.2,88,12,39,13,0,Data Scientist,Not Placed,CAT
S04189,80,7.89,75,65,72,10,0,Cloud Engineer,In Progress,GATE
S04190,78,8.78,7,37,91,47,1,Cloud Engineer,In Progress,No exam
S04191,64,5.35,31,92,30,28,2,Software Engineer,In Progress,GRE
S04192,67,8.35,37,35,98,47,1,Cybersecurity,In Progress,GATE
S04193,61,8.12,97,78,52,79,0,Cybersecurity,In Progress,RRB-NTPC
S04194,88,5.02,28,75,54,19,1,Cybersecurity,In Progress,GRE
S04195,98,9.94,35,20,20,44,0,Cybersecurity,Not Placed,SkillsCert
S04196,82,7.93,77,9,43,70,0,Data Scientist,Not Placed,CAT
S04197,86,8.51,70,50,51,35,1,Data Scientist,In Progress,RRB-NTPC
S04198,86,7.99,100,2,19,25,1,Cloud Engineer,Not Placed,GATE
S04199,67,6.65,49,74,68,33,1,AI Researcher,In Progress,RRB-NTPC
S04200,91,7.98,64,16,50,61,1,AI Researcher,Not Placed,GATE
S04201,62,7.56,82,23,56,3,1,AI Researcher,Not Placed,GRE
S04202,61,9.23,43,62,8,69,0,Cybersecurity,Not Placed,SkillsCert
S04203,84,7.5,55,24,85,32,1,Business Analyst,In Progress,CAT
S04204,97,8.12,67,52,50,23,0,AI Researcher,In Progress,CAT
S04205,61,6.03,61,53,55,97,3,Business Analyst,In Progress,GATE
S04206,78,6.27,76,75,35,41,0,Business Analyst,In Progress,No exam
S04207,61,6.2,18,51,72,13,2,Software Engineer,In Progress,RRB-NTPC
S04208,82,5.56,91,2,71,77,1,Cybersecurity,Not Placed,RRB-NTPC
S04209,65,9.24,30,1,91,11,0,Cybersecurity,In Progress,SkillsCert
S04210,74,5.17,49,5,69,49,1,Cybersecurity,Not Placed,SkillsCert
S04211,71,9.98,5,60,73,73,0,Software Engineer,Placed,SkillsCert
S04212,84,8.55,75,39,77,28,1,AI Researcher,In Progress,CAT
S04213,67,9.15,24,27,56,42,0,Software Engineer,In Progress,No exam
S04214,67,8.67,52,26,28,0,1,Cybersecurity,Not Placed,GATE
S04215,99,8.41,4,37,97,100,1,AI Researcher,In Progress,RRB-NTPC
S04216,65,7.58,13,17,55,90,1,Data Scientist,Not Placed,SkillsCert
S04217,94,5.48,8,49,97,64,0,Cybersecurity,In Progress,SkillsCert
S04218,91,9.99,13,2,40,1,1,Data Scientist,Not Placed,GATE
S04219,63,9.0,15,67,76,68,1,AI Researcher,Placed,GRE
S04220,99,9.12,91,48,62,63,0,Cloud Engineer,In Progress,CAT
S04221,66,6.51,41,2,61,73,0,Cybersecurity,Not Placed,CAT
S04222,82,7.94,78,31,13,8,0,Cybersecurity,Not Placed,RRB-NTPC
S04223,66,8.73,85,36,83,66,1,AI Researcher,In Progress,RRB-NTPC
S04224,69,9.02,69,17,21,37,0,Data Scientist,Not Placed,SkillsCert
S04225,86,5.62,53,21,84,21,1,AI Researcher,Not Placed,RRB-NTPC
S04226,69,6.21,1,56,64,44,3,Cybersecurity,In Progress,No exam
S04227,99,5.03,16,1,92,37,0,Cloud Engineer,Not Placed,GRE
S04228,65,8.44,23,88,44,8,1,Cloud Engineer,In Progress,CAT
S04229,83,9.83,30,21,53,35,1,AI Researcher,In Progress,SkillsCert
S04230,92,8.78,50,61,2,11,1,AI Researcher,Not Placed,SkillsCert
S04231,85,9.73,49,91,53,38,0,Software Engineer,Placed,CAT
S04232,80,8.02,93,46,21,15,0,Software Engineer,Not Placed,CAT
S04233,77,7.91,38,8,58,93,1,Software Engineer,Not Placed,RRB-NTPC
S04234,60,7.55,69,59,28,92,1,Business Analyst,Not Placed,No exam
S04235,92,6.89,5,64,96,86,1,Cloud Engineer,Placed,No exam
S04236,71,5.97,80,49,57,96,1,Data Scientist,In Progress,GRE
S04237,61,9.58,38,66,87,24,0,AI Researcher,Placed,No exam
S04238,70,7.19,76,6,15,58,0,Data Scientist,Not Placed,GRE
S04239,98,9.08,79,65,65,87,1,AI Researcher,In Progress,GATE
S04240,94,9.08,52,32,71,68,1,Business Analyst,In Progress,No exam
S04241,63,7.0,82,87,77,47,0,AI Researcher,Placed,GATE
S04242,62,6.05,97,24,76,65,2,Data Scientist,Not Placed,GATE
S04243,65,9.3,27,32,15,16,1,Software Engineer,Not Placed,No exam
S04244,99,9.34,35,34,46,28,0,Software Engineer,In Progress,No exam
S04245,95,9.4,75,56,32,44,1,Data Scientist,In Progress,No exam
S04246,88,8.1,43,47,25,15,1,Software Engineer,Not Placed,CAT
S04247,92,5.33,99,47,100,83,1,Software Engineer,In Progress,SkillsCert
S04248,68,6.17,63,10,45,4,4,Business Analyst,Not Placed,CAT
S04249,100,5.45,4,77,33,26,1,AI Researcher,Not Placed,CAT
S04250,63,7.17,14,6,33,47,1,Cloud Engineer,Not Placed,SkillsCert
S04251,70,5.56,81,14,31,63,0,Cybersecurity,Not Placed,GATE
S04252,89,8.44,83,25,68,23,0,Cybersecurity,In Progress,GRE
S04253,82,8.07,18,88,5,93,1,AI Researcher,In Progress,RRB-NTPC
S04254,91,9.06,4,48,60,57,1,Cloud Engineer,In Progress,GATE
S04255,88,8.39,19,0,80,82,0,Software Engineer,Not Placed,No exam
S04256,97,8.59,13,43,51,75,1,Data Scientist,In Progress,GATE
S04257,87,5.87,98,74,30,69,0,Data Scientist,Not Placed,GATE
S04258,72,8.71,28,1,9,11,0,Data Scientist,Not Placed,CAT
S04259,85,5.98,27,12,38,94,1,Data Scientist,Not Placed,SkillsCert
S04260,72,6.09,96,96,16,65,0,Business Analyst,In Progress,GRE
S04261,96,6.44,6,3,44,52,1,Software Engineer,Not Placed,GRE
S04262,96,6.82,11,75,15,42,1,Business Analyst,Not Placed,RRB-NTPC
S04263,80,6.57,89,47,47,47,1,Data Scientist,Not Placed,GRE
S04264,78,5.11,18,22,93,3,0,AI Researcher,In Progress,GRE
S04265,71,8.45,46,31,8,46,0,Data Scientist,Not Placed,CAT
S04266,95,6.15,79,52,81,18,0,Cybersecurity,In Progress,RRB-NTPC
S04267,82,9.19,40,31,36,11,0,AI Researcher,Not Placed,No exam
S04268,64,9.04,65,34,77,76,0,Software Engineer,In Progress,SkillsCert
S04269,83,5.92,28,91,48,0,0,Business Analyst,In Progress,GRE
S04270,96,9.7,1,13,52,57,0,Cloud Engineer,Not Placed,No exam
S04271,96,6.62,39,39,71,64,0,Software Engineer,In Progress,RRB-NTPC
S04272,61,7.9,9,38,33,1,1,Cybersecurity,Not Placed,CAT
S04273,78,7.71,27,7,94,15,1,Cybersecurity,In Progress,RRB-NTPC
S04274,93,9.15,57,14,83,29,1,Business Analyst,In Progress,CAT
S04275,69,5.4,82,72,73,46,4,Cloud Engineer,In Progress,CAT
S04276,63,6.08,31,82,70,100,2,Data Scientist,In Progress,GATE
S04277,96,6.14,27,87,74,86,1,Data Scientist,In Progress,GRE
S04278,67,6.26,52,62,64,24,2,Software Engineer,In Progress,SkillsCert
S04279,72,7.58,16,43,98,5,1,Software Engineer,In Progress,GATE
S04280,71,8.86,10,65,38,39,1,AI Researcher,In Progress,GRE
S04281,64,6.23,34,44,69,23,3,AI Researcher,In Progress,No exam
S04282,69,6.3,2,52,78,48,5,Data Scientist,In Progress,GRE
S04283,80,6.79,6,71,4,21,0,Business Analyst,Not Placed,GATE
S04284,86,8.58,48,49,66,9,1,Cloud Engineer,In Progress,RRB-NTPC
S04285,86,6.64,24,31,95,69,0,Cybersecurity,In Progress,No exam
S04286,93,8.69,41,36,32,25,0,Data Scientist,Not Placed,CAT
S04287,93,6.18,43,99,91,27,1,Software Engineer,Placed,SkillsCert
S04288,95,8.88,38,49,18,67,1,AI Researcher,Not Placed,No exam
S04289,75,9.72,53,31,48,33,0,AI Researcher,In Progress,GRE
S04290,90,8.33,49,11,18,46,1,Software Engineer,Not Placed,GRE
S04291,78,6.96,32,19,54,83,0,Cybersecurity,Not Placed,GATE
S04292,78,9.86,1,78,54,51,1,Cybersecurity,Placed,GATE
S04293,93,8.71,9,9,80,64,0,AI Researcher,In Progress,No exam
S04294,89,7.11,3,37,56,78,0,Cybersecurity,Not Placed,GATE
S04295,60,8.18,58,61,80,68,0,Data Scientist,In Progress,No exam
S04296,80,8.91,42,100,13,0,0,Data Scientist,In Progress,No exam
S04297,98,6.52,93,24,28,54,1,AI Researcher,Not Placed,CAT
S04298,95,7.89,1,25,23,26,0,Cloud Engineer,Not Placed,GATE
S04299,95,5.07,38,50,53,13,0,Cybersecurity,Not Placed,CAT
S04300,79,6.17,80,47,4,11,0,Business Analyst,Not Placed,CAT
S04301,79,8.13,72,25,48,7,1,Data Scientist,Not Placed,CAT
S04302,63,8.18,28,20,60,65,0,AI Researcher,Not Placed,RRB-NTPC
S04303,61,8.45,75,65,87,82,1,Cybersecurity,Placed,CAT
S04304,73,5.44,57,72,94,76,1,AI Researcher,In Progress,CAT
S04305,98,9.76,4,96,88,4,1,Business Analyst,Placed,CAT
S04306,87,5.69,33,71,20,68,0,Data Scientist,Not Placed,RRB-NTPC
S04307,80,6.99,30,71,51,92,1,Data Scientist,In Progress,RRB-NTPC
S04308,77,9.31,22,96,99,33,1,Cybersecurity,Placed,GATE
S04309,70,8.0,30,65,6,44,0,Data Scientist,Not Placed,GRE
S04310,74,5.97,1,66,18,13,0,Cybersecurity,Not Placed,CAT
S04311,92,7.9,29,32,39,38,1,Software Engineer,Not Placed,GATE
S04312,73,5.09,11,37,63,27,1,Data Scientist,Not Placed,GATE
S04313,92,5.16,16,14,81,73,0,Cybersecurity,Not Placed,CAT
S04314,88,9.41,58,59,71,31,0,Software Engineer,In Progress,SkillsCert
S04315,85,6.27,47,17,67,91,1,Cloud Engineer,Not Placed,GRE
S04316,99,7.8,8,13,52,96,1,AI Researcher,Not Placed,No exam
S04317,73,7.97,72,8,59,14,1,AI Researcher,Not Placed,CAT
S04318,75,8.03,97,40,67,33,1,Data Scientist,In Progress,GRE
S04319,88,8.38,10,58,59,4,0,Cybersecurity,In Progress,RRB-NTPC
S04320,71,5.52,61,60,90,100,0,Software Engineer,In Progress,GATE
S04321,73,7.56,5,93,88,9,1,Software Engineer,Placed,GRE
S04322,88,8.82,39,15,65,71,1,Software Engineer,In Progress,RRB-NTPC
S04323,67,8.37,95,52,59,92,0,Cybersecurity,In Progress,GATE
S04324,75,9.23,1,82,97,46,1,Data Scientist,Placed,GATE
S04325,68,9.99,22,33,78,0,0,Cybersecurity,In Progress,GRE
S04326,84,6.52,3,10,9,33,1,Software Engineer,Not Placed,GATE
S04327,71,6.24,83,96,77,44,0,Software Engineer,Placed,GRE
S04328,72,5.13,53,99,81,48,0,Data Scientist,Placed,No exam
S04329,79,6.68,7,8,54,28,0,AI Researcher,Not Placed,CAT
S04330,70,9.37,5,87,33,96,1,AI Researcher,In Progress,RRB-NTPC
S04331,90,6.45,17,20,34,43,1,Cybersecurity,Not Placed,GRE
S04332,91,6.96,42,6,99,37,1,Cloud Engineer,In Progress,No exam
S04333,98,6.66,14,18,46,12,0,Cloud Engineer,Not Placed,RRB-NTPC
S04334,99,9.6,100,79,49,93,1,Business Analyst,In Progress,GRE
S04335,83,7.49,74,62,49,5,1,Cloud Engineer,In Progress,No exam
S04336,88,9.96,57,94,94,62,1,Cybersecurity,Placed,CAT
S04337,92,8.04,55,63,47,51,1,Cloud Engineer,In Progress,RRB-NTPC
S04338,84,7.74,49,7,65,5,0,Business Analyst,Not Placed,RRB-NTPC
S04339,97,8.42,49,85,28,43,1,AI Researcher,In Progress,CAT
S04340,93,5.24,28,84,34,64,0,Cybersecurity,In Progress,GRE
S04341,88,5.85,41,94,12,79,1,Data Scientist,Not Placed,CAT
S04342,75,8.1,17,83,61,8,0,Cloud Engineer,In Progress,No exam
S04343,86,8.45,44,90,74,14,0,AI Researcher,Placed,CAT
S04344,79,5.1,16,88,51,52,0,AI Researcher,In Progress,SkillsCert
S04345,95,6.03,94,71,47,12,1,AI Researcher,In Progress,RRB-NTPC
S04346,92,5.27,43,22,41,49,0,Data Scientist,Not Placed,SkillsCert
S04347,67,8.14,20,92,80,26,0,Data Scientist,Placed,GATE
S04348,83,7.69,79,8,32,43,0,Business Analyst,Not Placed,GATE
S04349,67,6.77,39,50,29,82,0,Data Scientist,Not Placed,No exam
S04350,97,5.83,41,34,5,40,0,Data Scientist,Not Placed,CAT
S04351,78,9.01,38,31,44,33,0,AI Researcher,In Progress,CAT
S04352,75,9.21,43,99,26,28,1,Software Engineer,In Progress,No exam
S04353,91,6.78,32,53,95,28,0,Data Scientist,In Progress,CAT
S04354,95,9.37,17,25,98,87,0,Cloud Engineer,In Progress,GATE
S04355,71,6.9,54,32,90,91,1,AI Researcher,In Progress,GRE
S04356,91,9.36,37,93,76,17,0,Cloud Engineer,Placed,GATE
S04357,60,7.14,11,34,87,68,0,Data Scientist,In Progress,GATE
S04358,92,9.01,84,41,13,26,1,Cloud Engineer,Not Placed,GATE
S04359,95,5.68,64,28,78,38,0,Cybersecurity,Not Placed,GATE
S04360,79,9.45,67,99,84,54,1,Cybersecurity,Placed,GRE
S04361,72,6.16,22,61,47,1,0,Cloud Engineer,In Progress,RRB-NTPC
S04362,81,7.75,92,89,94,90,1,Business Analyst,Placed,SkillsCert
S04363,97,6.98,52,37,7,21,1,Cybersecurity,Not Placed,RRB-NTPC
S04364,69,7.54,22,40,61,21,1,Business Analyst,In Progress,GRE
S04365,91,5.88,74,47,92,22,0,AI Researcher,In Progress,SkillsCert
S04366,81,9.56,92,92,30,56,1,AI Researcher,In Progress,RRB-NTPC
S04367,98,6.07,42,70,80,45,0,Business Analyst,In Progress,CAT
S04368,98,7.27,91,17,9,24,1,Software Engineer,Not Placed,RRB-NTPC
S04369,86,7.78,52,100,56,15,1,Cybersecurity,Placed,GRE
S04370,83,9.91,53,88,66,63,0,Cloud Engineer,Placed,GATE
S04371,75,9.01,41,91,78,72,1,Cybersecurity,Placed,CAT
S04372,76,7.02,39,13,47,63,1,Business Analyst,Not Placed,CAT
S04373,95,9.44,29,56,48,56,1,Cloud Engineer,In Progress,GATE
S04374,85,5.8,15,28,87,65,1,Data Scientist,In Progress,No exam
S04375,76,6.29,83,63,20,56,1,Cybersecurity,Not Placed,No exam
S04376,71,5.6,12,36,18,48,0,Cloud Engineer,Not Placed,GATE
S04377,82,6.81,20,6,84,33,0,Cloud Engineer,Not Placed,CAT
S04378,100,6.27,33,6,2,40,1,Software Engineer,Not Placed,No exam
S04379,77,9.72,28,82,56,67,1,Software Engineer,Placed,CAT
S04380,61,9.01,92,37,13,96,1,Cybersecurity,Not Placed,GATE
S04381,94,9.89,13,88,20,33,0,Business Analyst,In Progress,GRE
S04382,99,9.49,0,10,8,90,0,Software Engineer,Not Placed,GATE
S04383,63,9.95,3,95,68,76,0,Software Engineer,Placed,No exam
S04384,92,5.1,54,67,33,15,1,Software Engineer,Not Placed,CAT
S04385,91,6.1,42,68,43,55,1,AI Researcher,In Progress,RRB-NTPC
S04386,86,7.55,32,84,6,91,1,AI Researcher,In Progress,GATE
S04387,71,9.21,51,2,34,91,0,Cloud Engineer,Not Placed,No exam
S04388,79,6.21,77,66,72,57,0,Cloud Engineer,In Progress,SkillsCert
S04389,81,6.83,65,82,12,70,1,AI Researcher,Not Placed,GATE
S04390,97,9.7,99,10,8,73,1,Software Engineer,Not Placed,GRE
S04391,75,5.79,70,38,88,42,1,Software Engineer,In Progress,RRB-NTPC
S04392,78,9.06,19,10,42,46,1,Cloud Engineer,Not Placed,GRE
S04393,79,9.65,32,83,26,9,1,Cloud Engineer,In Progress,GRE
S04394,75,9.87,99,70,56,89,1,Software Engineer,In Progress,RRB-NTPC
S04395,84,9.24,52,44,56,43,0,AI Researcher,In Progress,GRE
S04396,79,6.47,7,63,94,56,1,AI Researcher,In Progress,GATE
S04397,68,9.26,13,63,78,6,0,Business Analyst,Placed,SkillsCert
S04398,97,6.18,68,42,38,83,0,Software Engineer,Not Placed,SkillsCert
S04399,61,7.15,76,11,23,97,1,Software Engineer,Not Placed,CAT
S04400,90,9.09,4,12,9,92,0,Software Engineer,Not Placed,GRE
S04401,75,7.37,68,75,94,20,1,Business Analyst,Placed,SkillsCert
S04402,91,9.12,59,97,66,20,1,Business Analyst,Placed,GATE
S04403,97,5.78,58,31,52,2,0,Software Engineer,Not Placed,No exam
S04404,96,7.18,15,32,0,85,0,AI Researcher,Not Placed,SkillsCert
S04405,97,5.32,30,60,60,57,0,Business Analyst,In Progress,GATE
S04406,92,9.99,56,43,16,94,1,AI Researcher,Not Placed,GATE
S04407,77,9.2,77,34,77,19,0,Cloud Engineer,In Progress,No exam
S04408,77,9.22,44,21,2,10,1,Software Engineer,Not Placed,GATE
S04409,67,6.49,77,38,51,84,5,AI Researcher,Not Placed,CAT
S04410,87,5.84,41,35,42,83,1,Cybersecurity,Not Placed,GRE
S04411,62,7.09,31,58,21,96,1,Business Analyst,Not Placed,GATE
S04412,100,5.9,9,19,67,45,0,Cybersecurity,Not Placed,GATE
S04413,63,7.55,37,40,2,47,1,Cloud Engineer,Not Placed,No exam
S04414,81,6.2,54,3,20,57,1,Cybersecurity,Not Placed,CAT
S04415,63,9.11,87,69,14,66,1,Software Engineer,In Progress,SkillsCert
S04416,83,6.65,6,46,72,93,0,AI Researcher,In Progress,GATE
S04417,60,5.28,1,82,63,16,5,Cybersecurity,In Progress,GRE
S04418,73,9.29,70,89,24,62,0,Business Analyst,In Progress,No exam
S04419,97,5.67,4,2,59,72,0,Cloud Engineer,Not Placed,SkillsCert
S04420,70,7.64,36,8,25,29,0,Data Scientist,Not Placed,No exam
S04421,61,5.44,78,90,83,76,2,Business Analyst,Placed,RRB-NTPC
S04422,100,5.72,35,33,70,54,0,Data Scientist,Not Placed,SkillsCert
S04423,75,8.2,91,87,28,55,0,Business Analyst,In Progress,RRB-NTPC
S04424,82,7.35,10,88,97,73,1,Data Scientist,Placed,CAT
S04425,92,6.41,23,100,43,65,0,Cloud Engineer,In Progress,GATE
S04426,61,8.26,45,41,51,97,1,Business Analyst,In Progress,No exam
S04427,100,6.37,58,39,55,9,1,Software Engineer,Not Placed,SkillsCert
S04428,83,6.46,15,39,21,63,0,Software Engineer,Not Placed,CAT
S04429,88,7.17,26,21,51,44,0,Cloud Engineer,Not Placed,RRB-NTPC
S04430,76,7.21,61,63,15,48,0,AI Researcher,Not Placed,RRB-NTPC
S04431,98,5.37,91,62,47,16,1,Business Analyst,Not Placed,No exam
S04432,70,8.66,40,48,50,96,0,Data Scientist,In Progress,GATE
S04433,97,6.64,99,74,95,100,1,Cloud Engineer,Placed,GATE
S04434,72,5.51,79,40,80,88,0,Cybersecurity,In Progress,No exam
S04435,72,8.9,98,59,56,43,0,Cybersecurity,In Progress,GATE
S04436,88,7.77,60,66,98,38,1,Cybersecurity,Placed,GRE
S04437,70,7.78,53,1,52,53,1,Business Analyst,Not Placed,GATE
S04438,71,8.81,19,35,98,94,0,Business Analyst,In Progress,SkillsCert
S04439,70,6.85,9,45,1,87,1,Cybersecurity,Not Placed,GATE
S04440,89,9.32,97,10,62,84,0,Software Engineer,In Progress,SkillsCert
S04441,95,6.45,38,86,49,8,1,AI Researcher,In Progress,GRE
S04442,84,6.18,40,73,79,44,1,Cybersecurity,In Progress,RRB-NTPC
S04443,97,8.09,45,55,88,80,0,Cloud Engineer,In Progress,RRB-NTPC
S04444,78,8.05,91,65,20,62,1,Cybersecurity,In Progress,CAT
S04445,82,7.01,0,2,0,12,0,Cybersecurity,Not Placed,RRB-NTPC
S04446,67,6.56,6,14,81,66,0,Data Scientist,Not Placed,CAT
S04447,68,6.77,92,20,53,4,1,Data Scientist,Not Placed,No exam
S04448,92,5.96,24,93,7,10,0,AI Researcher,Not Placed,SkillsCert
S04449,81,5.7,8,68,34,58,0,Business Analyst,Not Placed,CAT
S04450,88,7.44,84,48,14,37,0,Cybersecurity,Not Placed,CAT
S04451,98,7.5,85,22,44,44,1,Business Analyst,Not Placed,SkillsCert
S04452,92,7.81,14,34,1,93,1,Business Analyst,Not Placed,GATE
S04453,82,7.25,45,46,69,67,1,Business Analyst,In Progress,GATE
S04454,72,9.58,74,83,33,0,1,Data Scientist,In Progress,No exam
S04455,96,6.38,27,93,77,75,0,Cloud Engineer,Placed,No exam
S04456,66,8.53,20,50,89,11,0,AI Researcher,In Progress,No exam
S04457,94,6.14,29,26,25,18,1,Software Engineer,Not Placed,GRE
S04458,86,6.24,52,72,50,58,1,Cybersecurity,In Progress,RRB-NTPC
S04459,71,8.2,81,2,41,55,0,Software Engineer,Not Placed,GATE
S04460,63,8.75,51,23,42,55,0,Cybersecurity,Not Placed,CAT
S04461,89,5.34,84,85,89,23,0,Data Scientist,Placed,CAT
S04462,87,7.35,42,24,10,61,0,Business Analyst,Not Placed,CAT
S04463,85,5.17,37,58,51,53,1,Cybersecurity,Not Placed,RRB-NTPC
S04464,78,5.74,33,91,80,88,1,AI Researcher,Placed,GRE
S04465,75,8.71,55,11,93,93,1,AI Researcher,In Progress,CAT
S04466,98,9.13,49,3,44,71,1,Cloud Engineer,Not Placed,GRE
S04467,75,6.27,63,20,16,78,1,Cloud Engineer,Not Placed,GRE
S04468,85,9.61,9,29,40,23,1,Business Analyst,In Progress,No exam
S04469,91,8.65,71,32,94,6,0,Cloud Engineer,In Progress,GATE
S04470,86,9.92,91,81,72,7,1,Software Engineer,Placed,GRE
S04471,91,8.5,92,23,78,4,0,Business Analyst,In Progress,GRE
S04472,62,5.72,40,73,13,2,4,Cloud Engineer,Not Placed,CAT
S04473,61,7.88,51,36,68,88,1,Cloud Engineer,In Progress,GRE
S04474,96,9.88,88,61,59,10,0,AI Researcher,In Progress,SkillsCert
S04475,76,8.51,43,13,67,100,1,Data Scientist,In Progress,SkillsCert
S04476,80,9.56,31,91,57,1,1,Software Engineer,Placed,RRB-NTPC
S04477,100,5.51,19,35,87,68,1,Data Scientist,In Progress,No exam
S04478,76,5.34,43,99,51,76,1,Data Scientist,In Progress,No exam
S04479,98,8.73,80,38,81,68,1,AI Researcher,In Progress,RRB-NTPC
S04480,92,5.82,75,27,12,19,0,AI Researcher,Not Placed,GATE
S04481,61,8.54,87,4,67,22,0,Data Scientist,Not Placed,GATE
S04482,100,6.85,48,35,69,41,1,Business Analyst,In Progress,GRE
S04483,89,5.31,74,95,19,65,0,Cybersecurity,In Progress,RRB-NTPC
S04484,74,5.73,72,34,61,49,0,Cybersecurity,Not Placed,CAT
S04485,67,7.06,30,29,44,9,1,Cloud Engineer,Not Placed,RRB-NTPC
S04486,93,7.47,30,19,14,35,1,Software Engineer,Not Placed,CAT
S04487,70,5.12,55,68,10,76,1,AI Researcher,Not Placed,SkillsCert
S04488,61,9.68,4,27,33,68,1,Business Analyst,Not Placed,GATE
S04489,79,8.93,28,12,84,42,0,AI Researcher,In Progress,CAT
S04490,63,6.62,25,56,33,20,0,AI Researcher,Not Placed,RRB-NTPC
S04491,62,7.11,60,24,29,31,1,Business Analyst,Not Placed,GATE
S04492,85,7.6,23,89,16,16,1,Data Scientist,In Progress,CAT
S04493,75,6.17,93,55,29,72,1,AI Researcher,Not Placed,SkillsCert
S04494,76,9.04,34,97,19,47,0,Cloud Engineer,In Progress,GATE
S04495,63,8.7,26,10,69,17,1,Business Analyst,In Progress,No exam
S04496,89,5.57,50,95,40,8,1,AI Researcher,In Progress,GRE
S04497,69,5.75,4,21,80,100,2,Cloud Engineer,Not Placed,No exam
S04498,65,9.52,19,19,48,38,0,AI Researcher,Not Placed,No exam
S04499,83,8.56,61,2,86,90,0,Data Scientist,In Progress,SkillsCert
S04500,81,6.15,70,61,79,56,0,Data Scientist,In Progress,CAT
S04501,60,9.22,84,58,5,47,1,Cloud Engineer,Not Placed,CAT
S04502,92,9.1,99,75,82,14,1,Cybersecurity,Placed,SkillsCert
S04503,99,6.69,40,48,20,26,0,Software Engineer,Not Placed,GRE
S04504,79,5.01,79,81,69,97,1,Software Engineer,In Progress,CAT
S04505,63,7.63,96,92,41,83,0,Cybersecurity,In Progress,GATE
S04506,85,9.14,37,71,29,70,0,AI Researcher,In Progress,CAT
S04507,61,7.18,53,38,80,55,1,AI Researcher,In Progress,CAT
S04508,62,5.41,98,77,17,67,5,Cybersecurity,Not Placed,SkillsCert
S04509,97,8.35,40,47,53,75,1,Data Scientist,In Progress,GRE
S04510,95,8.5,42,55,40,93,0,Cloud Engineer,In Progress,GATE
S04511,100,6.28,10,51,55,76,0,Business Analyst,In Progress,GRE
S04512,75,5.24,29,76,95,11,1,Cybersecurity,In Progress,No exam
S04513,82,6.12,49,68,12,39,0,Business Analyst,Not Placed,CAT
S04514,74,8.37,1,42,91,4,0,AI Researcher,In Progress,GRE
S04515,100,8.12,34,100,93,48,0,Business Analyst,Placed,CAT
S04516,81,9.61,71,2,17,20,0,Data Scientist,Not Placed,GATE
S04517,61,5.14,70,93,19,95,4,Data Scientist,Not Placed,CAT
S04518,91,6.71,80,2,85,30,0,Data Scientist,Not Placed,RRB-NTPC
S04519,77,5.2,92,12,33,92,0,AI Researcher,Not Placed,SkillsCert
S04520,65,8.87,67,51,80,52,0,Cybersecurity,In Progress,GATE
S04521,79,9.29,29,18,33,49,1,Cybersecurity,Not Placed,GRE
S04522,74,8.89,44,15,29,24,1,Data Scientist,Not Placed,RRB-NTPC
S04523,71,9.79,75,89,26,51,1,Software Engineer,In Progress,GATE
S04524,97,8.77,22,71,44,35,1,AI Researcher,In Progress,CAT
S04525,65,8.39,65,95,15,17,0,Business Analyst,In Progress,CAT
S04526,81,7.3,95,28,88,68,0,AI Researcher,In Progress,No exam
